id,text,description,isDeleted,createdAt,updatedAt,dateTimeDeleted,isGroup,position
56,Measure gutters,NULL,0,2021-07-31 18:46:20.418,2022-04-28 16:23:38.331314,NULL,0,"{'goal_1'"":5}"""
227,Set up DirectTV stream box,NULL,0,2022-03-26 11:29:14.981,2022-04-28 16:23:38.354726,NULL,0,"{'goal_1'"":12}"""
218,Put up blinds,NULL,0,2022-03-20 11:37:13.417,2022-04-28 16:23:38.340803,NULL,0,"{'goal_1'"":8}"""
219,Pull weeds in yard,NULL,0,2022-03-20 11:37:13.417,2022-04-28 16:23:38.343714,NULL,0,"{'goal_1'"":9}"""
228,Replace faucet in upstairs bathroom,NULL,0,2022-03-26 11:44:45.342,2022-04-28 16:23:38.357727,NULL,0,"{'goal_1'"":13}"""
246,Set up new freezer,NULL,0,2022-04-15 15:44:33.652,2022-04-28 16:23:38.374278,NULL,0,"{'goal_1'"":18}"""
161,Perform drawing exercises,NULL,0,2022-01-16 12:15:30.454,2022-04-28 16:23:38.404302,NULL,0,"{'goal_33'"":2}"""
217,Change toilet,NULL,0,2022-03-20 11:37:13.417,2022-04-28 16:23:38.337773,NULL,0,"{'goal_1'"":7}"""
235,Move message chair,NULL,0,2022-04-07 17:53:00.288,2022-04-28 16:23:38.363737,NULL,0,"{'goal_1'"":15}"""
236,Move chest downstairs,NULL,0,2022-04-07 17:54:19.606,2022-04-28 16:23:38.366665,NULL,0,"{'goal_1'"":16}"""
187,Look up cool jobs,NULL,0,2022-01-24 11:28:03.86,2022-04-28 16:23:38.433021,NULL,0,"{'goal_29'"":1}"""
248,Replace toilet,NULL,0,2022-04-20 10:55:19.221,2022-04-28 16:23:38.381343,NULL,0,"{'goal_1'"":20}"""
202,Update Hinge profile,NULL,0,2022-02-23 14:08:38.586,2022-04-28 16:23:38.441022,NULL,0,"{'goal_42'"":1}"""
203,Write briefing overview,NULL,0,2022-02-24 07:53:40.989,2022-04-28 16:23:33.697902,NULL,0,"{'goal_48'"":2}"""
222,Add timeframe bar to goal panel,NULL,0,2022-03-24 21:12:48.804,2022-04-28 16:23:38.451312,NULL,0,"{'goal_46'"":1}"""
204,Create briefing mock-up,NULL,0,2022-02-24 07:54:53.679,2022-04-28 16:23:33.861808,NULL,0,"{'goal_48'"":3}"""
183,Plan projects,NULL,0,2022-01-24 11:20:31.227,2022-04-28 16:23:33.522138,NULL,0,"{'goal_48'"":1}"""
226,Treat weeds in lawn,NULL,0,2022-03-26 11:22:23.777,2022-04-28 16:23:38.351653,NULL,0,"{'goal_1'"":11}"""
253,Buy tickets for dance class,NULL,0,2022-04-23 16:41:57.795,2022-05-06 15:40:09.135314,NULL,0,"{'goal_50'"":3}"""
229,Finish updating Hinge profile,NULL,0,2022-04-01 13:47:42.925,2022-04-28 16:23:38.475919,NULL,0,"{'goal_45'"":1}"""
223,Draw head 1,NULL,0,2022-03-25 09:47:09.345,2022-05-06 15:40:09.135573,NULL,0,"{'goal_47'"":2}"""
25,De-alergize the crib,NULL,0,2021-07-28 23:28:40.457,2022-04-28 16:23:38.314433,NULL,0,"{'goal_1'"":1}"""
207,Update Bumble profile,NULL,0,2022-03-06 09:33:05.693,2022-04-28 16:23:38.444083,NULL,0,"{'goal_42'"":2}"""
224,Draw head 2,NULL,0,2022-03-25 09:47:09.346,2022-05-06 15:40:09.135444,NULL,0,"{'goal_47'"":1}"""
26,Bath Bentley,NULL,0,2021-07-28 23:28:40.457,2022-04-28 16:23:38.318568,NULL,0,"{'goal_1'"":2}"""
179,Write documentation for Coach front-end layout,NULL,0,2022-01-24 11:10:33.374,2022-04-28 16:23:38.420823,NULL,0,"{'goal_37'"":1}"""
230,Plan Astra project,NULL,0,2022-04-04 08:20:10.316,2022-04-28 16:23:38.471095,NULL,0,"{'goal_27'"":3}"""
225,Fill out your birth chart,NULL,0,2022-03-26 11:19:26.178,2022-04-28 16:23:38.467321,NULL,0,"{'goal_27'"":2}"""
162,Take photo studies course,"https://class101.co/products/robynleoralowe?_pos=1&_psq=Rob&_ss=e&_v=1.0
https://class101.net/classes/6013a92178855d005aa50d9f/contents/602ccab0bd128b000d0dea7e",0,2022-01-16 12:15:30.454,2022-04-28 16:23:38.407472,NULL,0,"{'goal_33'"":3}"""
256,Apple for job Sayeed recommended,NULL,0,2022-04-27 12:54:46.029,2022-04-27 12:54:46.029,NULL,0,NULL
257,Buy dugout,NULL,0,2022-04-27 12:55:19.449,2022-04-27 12:55:19.449,NULL,0,NULL
260,Make appointment to see therapist,NULL,0,2022-05-06 18:20:10.275,2022-05-06 18:20:10.275,NULL,0,NULL
258,Practice 10 Minutes: I Know That You Like My Style Routine,"Practice dance routine that you learned yesterday at your first hip-hop dance class
",1,2022-04-28 11:15:21.623,2022-04-28 12:14:56.478891,NULL,0,NULL
261,Wake up at 7 am,NULL,0,2022-05-06 20:32:00.875,2022-05-06 20:32:00.875,NULL,0,NULL
259,Practice 10 Minutes: I Know That You Like My Style Routine,NULL,0,2022-04-28 12:26:50.962,2022-05-06 15:40:09.135022,NULL,0,"{'goal_50'"":1}"""
188,Look at jobs in the film industry,NULL,0,2022-01-24 11:28:03.86,2022-04-28 16:23:38.436647,NULL,0,"{'goal_29'"":2}"""
255,Buy mat,NULL,0,2022-04-23 18:21:53.36,2022-04-28 16:23:38.388288,NULL,0,"{'goal_1'"":22}"""
