id,text,isRecommended,idGoogleTask,idGoogleTaskList,createdAt,updatedAt,attemptedAt,completedAt,endAt,startAt,idRepeat,idRoutineIteration,idRoutineRepeat,idTodoRepeat,idRoutine,idTodo,idTodoTimePair
29247,Walk Bentley,0,NULL,NULL,2022-01-08 18:46:10.117,2022-03-01 11:17:13.483669,2022-03-01 11:17:13,2022-03-01 11:17:13,2022-03-01 00:00:00,2022-03-01 00:00:00,NULL,1131,NULL,30,NULL,20,NULL
29249,Walk Bentley,0,NULL,NULL,2022-01-08 18:46:10.13,2022-03-03 11:37:51.073931,2022-03-03 11:37:51,2022-03-03 11:37:51,2022-03-03 00:00:00,2022-03-03 00:00:00,NULL,1133,NULL,30,NULL,20,NULL
29251,Walk Bentley,0,NULL,NULL,2022-01-08 18:46:10.147,2022-03-05 16:54:13.6018,2022-03-05 16:54:13,2022-03-05 16:54:13,2022-03-05 00:00:00,2022-03-05 00:00:00,NULL,1135,NULL,30,NULL,20,NULL
29253,Walk Bentley,0,NULL,NULL,2022-01-08 18:46:10.16,2022-03-07 10:58:45.476387,2022-03-07 10:58:45,2022-03-07 10:58:45,2022-03-07 00:00:00,2022-03-07 00:00:00,NULL,1137,NULL,30,NULL,20,NULL
29257,Brush your teeth,0,NULL,NULL,2022-01-08 18:46:10.3,2022-01-10 15:51:41.209124,2022-01-10 15:51:41,2022-01-10 15:51:41,2022-01-10 00:00:00,2022-01-10 00:00:00,NULL,1081,NULL,29,NULL,19,NULL
23847,Feed Bentley,0,NULL,NULL,2022-01-07 18:02:25.887,2022-01-07 18:02:57.975432,2022-01-07 18:02:57,2022-01-07 18:02:57,2022-01-06 00:00:00,2022-01-06 00:00:00,NULL,654,NULL,22,NULL,11,NULL
23228,Put on lotion,0,NULL,NULL,2022-01-07 18:02:20.28,2022-01-07 18:08:54.918468,NULL,NULL,2022-01-07 00:00:00,2022-01-07 00:00:00,NULL,655,NULL,34,NULL,31,NULL
3752,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.192,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-03 00:00:00,2021-11-03 00:00:00,NULL,107,NULL,NULL,NULL,30,NULL
3754,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.202,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-05 00:00:00,2021-11-05 00:00:00,NULL,108,NULL,NULL,NULL,30,NULL
3762,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.24,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-13 00:00:00,2021-11-13 00:00:00,NULL,112,NULL,NULL,NULL,30,NULL
3756,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.211,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-07 00:00:00,2021-11-07 00:00:00,NULL,109,NULL,NULL,NULL,30,NULL
3764,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.249,2022-01-05 10:44:47.560621,2021-11-15 10:28:59,2021-11-15 10:28:59,2021-11-15 00:00:00,2021-11-15 00:00:00,NULL,113,NULL,NULL,NULL,30,NULL
3758,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.222,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-09 00:00:00,2021-11-09 00:00:00,NULL,110,NULL,NULL,NULL,30,NULL
30284,Wash your face,0,NULL,NULL,2022-03-09 14:27:19.291,2022-04-01 13:36:30.076686,2022-04-01 13:36:30,2022-04-01 13:36:30,2022-04-01 00:00:00,2022-04-01 00:00:00,NULL,1224,NULL,33,NULL,30,NULL
3895,Shower,0,NULL,NULL,2021-11-03 11:09:35.091,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-06 00:00:00,2021-11-06 00:00:00,NULL,101,NULL,NULL,NULL,24,NULL
3760,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.232,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-11 00:00:00,2021-11-11 00:00:00,NULL,111,NULL,NULL,NULL,30,NULL
3897,Shower,0,NULL,NULL,2021-11-03 11:09:35.101,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-08 00:00:00,2021-11-08 00:00:00,NULL,102,NULL,NULL,NULL,24,NULL
3766,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.257,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-17 00:00:00,2021-11-17 00:00:00,NULL,114,NULL,NULL,NULL,30,NULL
3899,Shower,0,NULL,NULL,2021-11-03 11:09:35.117,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-10 00:00:00,2021-11-10 00:00:00,NULL,103,NULL,NULL,NULL,24,NULL
3901,Shower,0,NULL,NULL,2021-11-03 11:09:35.125,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-12 00:00:00,2021-11-12 00:00:00,NULL,104,NULL,NULL,NULL,24,NULL
3847,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.774,2022-01-05 10:44:47.445574,NULL,NULL,2021-11-05 00:00:00,2021-11-05 00:00:00,NULL,108,NULL,NULL,NULL,27,NULL
3768,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.266,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-19 00:00:00,2021-11-19 00:00:00,NULL,116,NULL,NULL,NULL,30,NULL
3849,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.785,2022-01-05 10:44:47.445574,NULL,NULL,2021-11-07 00:00:00,2021-11-07 00:00:00,NULL,109,NULL,NULL,NULL,27,NULL
3770,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.275,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-21 00:00:00,2021-11-21 00:00:00,NULL,118,NULL,NULL,NULL,30,NULL
3851,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.794,2022-01-05 10:44:47.445574,NULL,NULL,2021-11-09 00:00:00,2021-11-09 00:00:00,NULL,110,NULL,NULL,NULL,27,NULL
3772,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.283,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-23 00:00:00,2021-11-23 00:00:00,NULL,120,NULL,NULL,NULL,30,NULL
23908,Morning Routine,0,NULL,NULL,2022-01-07 18:02:26.47,2022-01-07 18:02:26.47,NULL,NULL,2022-01-06 00:00:00,2022-01-06 00:00:00,NULL,NULL,19,NULL,1,NULL,NULL
23909,Morning Routine,0,NULL,NULL,2022-01-07 18:02:26.486,2022-01-07 18:02:26.486,NULL,NULL,2022-01-07 00:00:00,2022-01-07 00:00:00,NULL,NULL,19,NULL,1,NULL,NULL
3853,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.804,2022-01-05 10:44:47.445574,NULL,NULL,2021-11-11 00:00:00,2021-11-11 00:00:00,NULL,111,NULL,NULL,NULL,27,NULL
3774,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.292,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-25 00:00:00,2021-11-25 00:00:00,NULL,122,NULL,NULL,NULL,30,NULL
3857,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.823,2022-01-05 10:44:47.445574,2021-11-15 10:28:58,2021-11-15 10:28:58,2021-11-15 00:00:00,2021-11-15 00:00:00,NULL,113,NULL,NULL,NULL,27,NULL
3859,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.833,2022-01-05 10:44:47.445574,NULL,NULL,2021-11-17 00:00:00,2021-11-17 00:00:00,NULL,114,NULL,NULL,NULL,27,NULL
3861,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.842,2022-01-05 10:44:47.445574,NULL,NULL,2021-11-19 00:00:00,2021-11-19 00:00:00,NULL,116,NULL,NULL,NULL,27,NULL
3863,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.85,2022-01-05 10:44:47.445574,NULL,NULL,2021-11-21 00:00:00,2021-11-21 00:00:00,NULL,118,NULL,NULL,NULL,27,NULL
3776,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.3,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-27 00:00:00,2021-11-27 00:00:00,NULL,124,NULL,NULL,NULL,30,NULL
3865,Dab hair,0,NULL,NULL,2021-11-03 11:09:34.859,2022-01-05 10:44:47.445574,NULL,NULL,2021-11-23 00:00:00,2021-11-23 00:00:00,NULL,120,NULL,NULL,NULL,27,NULL
29319,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.832,2022-01-12 08:55:38.002345,2022-01-12 08:55:37,2022-01-12 08:55:37,2022-01-12 00:00:00,2022-01-12 00:00:00,NULL,1083,NULL,27,NULL,16,NULL
29379,Record breakfast,0,NULL,NULL,2022-01-08 18:46:11.428,2022-01-13 13:18:37.682543,2022-01-13 13:18:37,2022-01-13 13:18:37,2022-01-12 00:00:00,2022-01-12 00:00:00,NULL,1083,NULL,26,NULL,15,NULL
29325,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.872,2022-01-18 09:55:49.435337,2022-01-18 09:55:49,2022-01-18 09:55:49,2022-01-18 00:00:00,2022-01-18 00:00:00,NULL,1089,NULL,27,NULL,16,NULL
29385,Record breakfast,0,NULL,NULL,2022-01-08 18:46:11.467,2022-01-18 11:16:30.830477,2022-01-18 11:16:30,2022-01-18 11:16:30,2022-01-18 00:00:00,2022-01-18 00:00:00,NULL,1089,NULL,26,NULL,15,NULL
29327,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.886,2022-01-20 15:50:21.522003,2022-01-20 15:50:21,2022-01-20 15:50:21,2022-01-20 00:00:00,2022-01-20 00:00:00,NULL,1091,NULL,27,NULL,16,NULL
29329,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.899,2022-01-24 10:42:38.117183,2022-01-24 10:42:38,2022-01-24 10:42:38,2022-01-22 00:00:00,2022-01-22 00:00:00,NULL,1093,NULL,27,NULL,16,NULL
29387,Record breakfast,0,NULL,NULL,2022-01-08 18:46:11.481,2022-01-20 15:50:03.079077,NULL,NULL,2022-01-20 00:00:00,2022-01-20 00:00:00,NULL,1091,NULL,26,NULL,15,NULL
29331,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.912,2022-01-24 11:32:00.712713,2022-01-24 11:32:00,2022-01-24 11:32:00,2022-01-24 00:00:00,2022-01-24 00:00:00,NULL,1095,NULL,27,NULL,16,NULL
29389,Record breakfast,0,NULL,NULL,2022-01-08 18:46:11.494,2022-01-08 18:46:22.903966,NULL,NULL,2022-01-22 00:00:00,2022-01-22 00:00:00,NULL,1093,NULL,26,NULL,15,NULL
29391,Record breakfast,0,NULL,NULL,2022-01-08 18:46:11.507,2022-01-24 11:57:26.033231,2022-01-24 11:57:26,2022-01-24 11:57:26,2022-01-24 00:00:00,2022-01-24 00:00:00,NULL,1095,NULL,26,NULL,15,NULL
29333,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.925,2022-01-26 09:00:21.236159,2022-01-26 09:00:21,2022-01-26 09:00:21,2022-01-26 00:00:00,2022-01-26 00:00:00,NULL,1097,NULL,27,NULL,16,NULL
29393,Record breakfast,0,NULL,NULL,2022-01-08 18:46:11.521,2022-01-26 09:50:42.791483,2022-01-26 09:50:42,2022-01-26 09:50:42,2022-01-26 00:00:00,2022-01-26 00:00:00,NULL,1097,NULL,26,NULL,15,NULL
29337,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.951,2022-01-30 10:42:38.659178,2022-01-30 10:42:38,2022-01-30 10:42:38,2022-01-30 00:00:00,2022-01-30 00:00:00,NULL,1101,NULL,27,NULL,16,NULL
29335,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.938,2022-01-08 18:46:22.945813,NULL,NULL,2022-01-28 00:00:00,2022-01-28 00:00:00,NULL,1099,NULL,27,NULL,16,NULL
29395,Record breakfast,0,NULL,NULL,2022-01-08 18:46:11.534,2022-01-08 18:46:22.945813,NULL,NULL,2022-01-28 00:00:00,2022-01-28 00:00:00,NULL,1099,NULL,26,NULL,15,NULL
29397,Record breakfast,0,NULL,NULL,2022-01-08 18:46:11.549,2022-01-31 11:35:34.864444,2022-01-31 11:35:34,2022-01-31 11:35:34,2022-01-30 00:00:00,2022-01-30 00:00:00,NULL,1101,NULL,26,NULL,15,NULL
29399,Record breakfast,0,NULL,NULL,2022-01-08 18:46:11.562,2022-02-01 11:53:03.03007,2022-02-01 11:53:03,2022-02-01 11:53:03,2022-02-01 00:00:00,2022-02-01 00:00:00,NULL,1103,NULL,26,NULL,15,NULL
29341,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.977,2022-02-03 12:25:38.300719,2022-02-03 12:25:38,2022-02-03 12:25:38,2022-02-03 00:00:00,2022-02-03 00:00:00,NULL,1105,NULL,27,NULL,16,NULL
29401,Record breakfast,0,NULL,NULL,2022-01-08 18:46:11.574,2022-02-04 08:37:16.788044,2022-02-04 08:37:16,2022-02-04 08:37:16,2022-02-03 00:00:00,2022-02-03 00:00:00,NULL,1105,NULL,26,NULL,15,NULL
29343,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.02,2022-02-05 10:23:58.904217,2022-02-05 10:23:58,2022-02-05 10:23:58,2022-02-05 00:00:00,2022-02-05 00:00:00,NULL,1107,NULL,27,NULL,16,NULL
29345,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.048,2022-02-07 08:44:53.537744,2022-02-07 08:44:53,2022-02-07 08:44:53,2022-02-07 00:00:00,2022-02-07 00:00:00,NULL,1109,NULL,27,NULL,16,NULL
29347,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.07,2022-02-09 12:01:50.694038,2022-02-09 12:01:50,2022-02-09 12:01:50,2022-02-09 00:00:00,2022-02-09 00:00:00,NULL,1111,NULL,27,NULL,16,NULL
29403,Record breakfast,0,NULL,NULL,2022-01-08 18:46:11.587,2022-01-08 18:46:22.999332,NULL,NULL,2022-02-05 00:00:00,2022-02-05 00:00:00,NULL,1107,NULL,26,NULL,15,NULL
29349,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.085,2022-02-11 09:40:44.567039,2022-02-11 09:40:44,2022-02-11 09:40:44,2022-02-11 00:00:00,2022-02-11 00:00:00,NULL,1113,NULL,27,NULL,16,NULL
29353,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.115,2022-02-16 08:36:11.819922,2022-02-16 08:36:11,2022-02-16 08:36:11,2022-02-15 00:00:00,2022-02-15 00:00:00,NULL,1117,NULL,27,NULL,16,NULL
29355,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.129,2022-02-17 09:51:49.363782,2022-02-17 09:51:49,2022-02-17 09:51:49,2022-02-17 00:00:00,2022-02-17 00:00:00,NULL,1119,NULL,27,NULL,16,NULL
29357,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.143,2022-02-21 10:56:20.610554,2022-02-21 10:56:20,2022-02-21 10:56:20,2022-02-19 00:00:00,2022-02-19 00:00:00,NULL,1121,NULL,27,NULL,16,NULL
29359,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.156,2022-02-21 10:58:53.513485,2022-02-21 10:58:53,2022-02-21 10:58:53,2022-02-21 00:00:00,2022-02-21 00:00:00,NULL,1123,NULL,27,NULL,16,NULL
29361,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.17,2022-02-23 08:18:28.113559,2022-02-23 08:18:28,2022-02-23 08:18:28,2022-02-23 00:00:00,2022-02-23 00:00:00,NULL,1125,NULL,27,NULL,16,NULL
29363,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.183,2022-02-25 11:56:47.813868,2022-02-25 11:56:47,2022-02-25 11:56:47,2022-02-25 00:00:00,2022-02-25 00:00:00,NULL,1127,NULL,27,NULL,16,NULL
29305,Brush your teeth,0,NULL,NULL,2022-01-08 18:46:10.627,2022-02-28 10:52:51.280489,2022-02-28 10:52:51,2022-02-28 10:52:51,2022-02-27 00:00:00,2022-02-27 00:00:00,NULL,1129,NULL,29,NULL,19,NULL
29307,Brush your teeth,0,NULL,NULL,2022-01-08 18:46:10.641,2022-03-01 08:52:43.044195,2022-03-01 08:52:43,2022-03-01 08:52:43,2022-03-01 00:00:00,2022-03-01 00:00:00,NULL,1131,NULL,29,NULL,19,NULL
29371,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.255,2022-03-05 14:00:08.938013,2022-03-05 14:00:08,2022-03-05 14:00:08,2022-03-05 00:00:00,2022-03-05 00:00:00,NULL,1135,NULL,27,NULL,16,NULL
29367,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.228,2022-03-01 11:17:14.130344,2022-03-01 11:17:14,2022-03-01 11:17:14,2022-03-01 00:00:00,2022-03-01 00:00:00,NULL,1131,NULL,27,NULL,16,NULL
29309,Brush your teeth,0,NULL,NULL,2022-01-08 18:46:10.654,2022-03-03 09:11:14.160598,2022-03-03 09:11:14,2022-03-03 09:11:14,2022-03-03 00:00:00,2022-03-03 00:00:00,NULL,1133,NULL,29,NULL,19,NULL
29311,Brush your teeth,0,NULL,NULL,2022-01-08 18:46:10.668,2022-03-05 14:00:11.520679,2022-03-05 14:00:11,2022-03-05 14:00:11,2022-03-05 00:00:00,2022-03-05 00:00:00,NULL,1135,NULL,29,NULL,19,NULL
29313,Brush your teeth,0,NULL,NULL,2022-01-08 18:46:10.681,2022-03-07 09:35:40.393813,2022-03-07 09:35:40,2022-03-07 09:35:40,2022-03-07 00:00:00,2022-03-07 00:00:00,NULL,1137,NULL,29,NULL,19,NULL
29373,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.268,2022-03-07 09:46:49.115295,2022-03-07 09:46:49,2022-03-07 09:46:49,2022-03-07 00:00:00,2022-03-07 00:00:00,NULL,1137,NULL,27,NULL,16,NULL
29317,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.819,2022-01-10 09:46:17.200723,2022-01-10 09:46:17,2022-01-10 09:46:17,2022-01-10 00:00:00,2022-01-10 00:00:00,NULL,1081,NULL,27,NULL,16,NULL
6938,Record Inventory,0,NULL,NULL,2021-12-23 13:02:33.432,2022-01-05 10:44:47.638659,NULL,NULL,2021-12-25 00:00:00,2021-12-25 00:00:00,NULL,260,NULL,NULL,NULL,6,NULL
3755,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.207,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-06 00:00:00,2021-11-06 00:00:00,NULL,101,NULL,NULL,NULL,30,NULL
3757,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.217,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-08 00:00:00,2021-11-08 00:00:00,NULL,102,NULL,NULL,NULL,30,NULL
3759,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.226,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-10 00:00:00,2021-11-10 00:00:00,NULL,103,NULL,NULL,NULL,30,NULL
3761,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.236,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-12 00:00:00,2021-11-12 00:00:00,NULL,104,NULL,NULL,NULL,30,NULL
3763,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.245,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-14 00:00:00,2021-11-14 00:00:00,NULL,105,NULL,NULL,NULL,30,NULL
3765,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.253,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-16 00:00:00,2021-11-16 00:00:00,NULL,106,NULL,NULL,NULL,30,NULL
3767,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.261,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-18 00:00:00,2021-11-18 00:00:00,NULL,115,NULL,NULL,NULL,30,NULL
3769,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.27,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-20 00:00:00,2021-11-20 00:00:00,NULL,117,NULL,NULL,NULL,30,NULL
3771,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.279,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-22 00:00:00,2021-11-22 00:00:00,NULL,119,NULL,NULL,NULL,30,NULL
3773,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.288,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-24 00:00:00,2021-11-24 00:00:00,NULL,121,NULL,NULL,NULL,30,NULL
3775,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.296,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-26 00:00:00,2021-11-26 00:00:00,NULL,123,NULL,NULL,NULL,30,NULL
3777,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.305,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-28 00:00:00,2021-11-28 00:00:00,NULL,125,NULL,NULL,NULL,30,NULL
3779,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.313,2022-01-05 10:44:47.560621,NULL,NULL,2021-11-30 00:00:00,2021-11-30 00:00:00,NULL,127,NULL,NULL,NULL,30,NULL
3892,Shower,0,NULL,NULL,2021-11-03 11:09:35.076,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-03 00:00:00,2021-11-03 00:00:00,NULL,107,NULL,NULL,NULL,24,NULL
3781,Wash your face,0,NULL,NULL,2021-11-03 11:09:34.323,2022-01-05 10:44:47.560621,NULL,NULL,2021-12-02 00:00:00,2021-12-02 00:00:00,NULL,129,NULL,NULL,NULL,30,NULL
3894,Shower,0,NULL,NULL,2021-11-03 11:09:35.087,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-05 00:00:00,2021-11-05 00:00:00,NULL,108,NULL,NULL,NULL,24,NULL
3896,Shower,0,NULL,NULL,2021-11-03 11:09:35.096,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-07 00:00:00,2021-11-07 00:00:00,NULL,109,NULL,NULL,NULL,24,NULL
3898,Shower,0,NULL,NULL,2021-11-03 11:09:35.111,2022-01-05 10:44:47.445518,NULL,NULL,2021-11-09 00:00:00,2021-11-09 00:00:00,NULL,110,NULL,NULL,NULL,24,NULL
29322,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.852,2022-01-15 08:50:27.51087,2022-01-15 08:50:27,2022-01-15 08:50:27,2022-01-15 00:00:00,2022-01-15 00:00:00,NULL,1086,NULL,27,NULL,16,NULL
29324,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.865,2022-01-17 10:32:27.438489,2022-01-17 10:32:27,2022-01-17 10:32:27,2022-01-17 00:00:00,2022-01-17 00:00:00,NULL,1088,NULL,27,NULL,16,NULL
23349,Dab hair,0,NULL,NULL,2022-01-07 18:02:21.436,2022-01-07 18:02:27.666128,NULL,NULL,2022-01-06 00:00:00,2022-01-06 00:00:00,NULL,654,NULL,32,NULL,27,NULL
23664,Record breakfast,0,NULL,NULL,2022-01-07 18:02:24.35,2022-01-07 18:02:27.666128,NULL,NULL,2022-01-06 00:00:00,2022-01-06 00:00:00,NULL,654,NULL,26,NULL,15,NULL
23786,Meditate,0,NULL,NULL,2022-01-07 18:02:25.393,2022-01-07 18:02:27.666128,NULL,NULL,2022-01-06 00:00:00,2022-01-06 00:00:00,NULL,654,NULL,23,NULL,12,NULL
32750,[Attempted] Finish updating Hinge profile,0,NULL,NULL,2022-04-01 13:47:42.925,2022-04-20 14:38:33.196481,2022-04-04 00:00:00,2022-04-08 15:03:55,2022-04-04 00:00:00,2022-04-04 00:00:00,NULL,NULL,NULL,NULL,NULL,229,151
29316,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.813,2022-01-10 11:17:08.827411,2022-01-10 11:17:08,2022-01-10 11:17:08,2022-01-09 00:00:00,2022-01-09 00:00:00,NULL,1080,NULL,27,NULL,16,NULL
29318,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.825,2022-01-11 10:50:23.50484,2022-01-11 10:50:23,2022-01-11 10:50:23,2022-01-11 00:00:00,2022-01-11 00:00:00,NULL,1082,NULL,27,NULL,16,NULL
29320,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.838,2022-01-13 13:18:52.883483,2022-01-13 13:18:52,2022-01-13 13:18:52,2022-01-13 00:00:00,2022-01-13 00:00:00,NULL,1084,NULL,27,NULL,16,NULL
29326,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.879,2022-01-19 08:02:26.155201,2022-01-19 08:02:26,2022-01-19 08:02:26,2022-01-19 00:00:00,2022-01-19 00:00:00,NULL,1090,NULL,27,NULL,16,NULL
29328,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.892,2022-01-24 10:41:29.119764,2022-01-24 10:41:29,2022-01-24 10:41:29,2022-01-21 00:00:00,2022-01-21 00:00:00,NULL,1092,NULL,27,NULL,16,NULL
29330,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.906,2022-01-24 10:58:56.784359,2022-01-24 10:58:56,2022-01-24 10:58:56,2022-01-23 00:00:00,2022-01-23 00:00:00,NULL,1094,NULL,27,NULL,16,NULL
29332,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.919,2022-01-25 10:19:57.347597,2022-01-25 10:19:57,2022-01-25 10:19:57,2022-01-25 00:00:00,2022-01-25 00:00:00,NULL,1096,NULL,27,NULL,16,NULL
29334,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.932,2022-01-27 13:15:11.17156,2022-01-27 13:15:11,2022-01-27 13:15:11,2022-01-27 00:00:00,2022-01-27 00:00:00,NULL,1098,NULL,27,NULL,16,NULL
29336,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.945,2022-01-30 10:39:52.666273,2022-01-30 10:39:52,2022-01-30 10:39:52,2022-01-29 00:00:00,2022-01-29 00:00:00,NULL,1100,NULL,27,NULL,16,NULL
29338,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.958,2022-01-31 11:36:43.54149,2022-01-31 11:36:43,2022-01-31 11:36:43,2022-01-31 00:00:00,2022-01-31 00:00:00,NULL,1102,NULL,27,NULL,16,NULL
29340,Take medicine,0,NULL,NULL,2022-01-08 18:46:10.97,2022-02-03 12:21:19.200044,2022-02-03 12:21:19,2022-02-03 12:21:19,2022-02-02 00:00:00,2022-02-02 00:00:00,NULL,1104,NULL,27,NULL,16,NULL
29342,Take medicine,0,NULL,NULL,2022-01-08 18:46:11,2022-02-04 10:39:15.163978,2022-02-04 10:39:15,2022-02-04 10:39:15,2022-02-04 00:00:00,2022-02-04 00:00:00,NULL,1106,NULL,27,NULL,16,NULL
29344,Take medicine,0,NULL,NULL,2022-01-08 18:46:11.037,2022-02-06 16:24:19.667768,2022-02-06 16:24:19,2022-02-06 16:24:19,2022-02-06 00:00:00,2022-02-06 00:00:00,NULL,1108,NULL,27,NULL,16,NULL
23603,Take medicine,0,NULL,NULL,2022-01-07 18:02:23.774,2022-01-07 18:03:02.386695,2022-01-07 18:03:02,2022-01-07 18:03:02,2022-01-06 00:00:00,2022-01-06 00:00:00,NULL,654,NULL,27,NULL,16,NULL
23542,Brush your teeth,0,NULL,NULL,2022-01-07 18:02:23.261,2022-01-07 18:03:03.446147,2022-01-07 18:03:03,2022-01-07 18:03:03,2022-01-06 00:00:00,2022-01-06 00:00:00,NULL,654,NULL,29,NULL,19,NULL
23420,Shower,0,NULL,NULL,2022-01-07 18:02:22.231,2022-01-07 18:03:05.526905,2022-01-07 18:03:05,2022-01-07 18:03:05,2022-01-06 00:00:00,2022-01-06 00:00:00,NULL,654,NULL,31,NULL,24,NULL
23288,Wash your face,0,NULL,NULL,2022-01-07 18:02:20.803,2022-01-07 18:03:10.529771,2022-01-07 18:03:10,2022-01-07 18:03:10,2022-01-06 00:00:00,2022-01-06 00:00:00,NULL,654,NULL,33,NULL,30,NULL
23227,Put on lotion,0,NULL,NULL,2022-01-07 18:02:20.273,2022-01-07 18:03:11.414988,2022-01-07 18:03:11,2022-01-07 18:03:11,2022-01-06 00:00:00,2022-01-06 00:00:00,NULL,654,NULL,34,NULL,31,NULL
