26|Bath Bentley||f|2021-07-28 23:28:40.457-04|2022-04-28 16:23:38.318568-04||f|"{'"goal_1'":2}"
179|Write documentation for Coach front-end layout||f|2022-01-24 11:10:33.374-05|2022-04-28 16:23:38.420823-04||f|"{'"goal_37'":1}"
230|Plan Astra project||f|2022-04-04 08:20:10.316-04|2022-04-28 16:23:38.471095-04||f|"{'"goal_27'":3}"
225|Fill out your birth chart||f|2022-03-26 11:19:26.178-04|2022-04-28 16:23:38.467321-04||f|"{'"goal_27'":2}"
162|Take photo studies course|"https://class101.co/products/robynleoralowe?_pos=1&_psq=Rob&_ss=e&_v=1.0
https://class101.net/classes/6013a92178855d005aa50d9f/contents/602ccab0bd128b000d0dea7e"|f|2022-01-16 12:15:30.454-05|2022-04-28 16:23:38.407472-04||f|"{'"goal_33'":3}"
256|Apple for job Sayeed recommended||f|2022-04-27 12:54:46.029-04|2022-04-27 12:54:46.029-04||f|
257|Buy dugout||f|2022-04-27 12:55:19.449-04|2022-04-27 12:55:19.449-04||f|
260|Make appointment to see therapist||f|2022-05-06 18:20:10.275-04|2022-05-06 18:20:10.275-04||f|
258|Practice 10 Minutes: I Know That You Like My Style Routine|"Practice dance routine that you learned yesterday at your first hip-hop dance class
"|t|2022-04-28 11:15:21.623-04|2022-04-28 12:14:56.478891-04||f|
261|Wake up at 7 am||f|2022-05-06 20:32:00.875-04|2022-05-06 20:32:00.875-04||f|
259|Practice 10 Minutes: I Know That You Like My Style Routine||f|2022-04-28 12:26:50.962-04|2022-05-06 15:40:09.135022-04||f|"{'"goal_50'":1}"
188|Look at jobs in the film industry||f|2022-01-24 11:28:03.86-05|2022-04-28 16:23:38.436647-04||f|"{'"goal_29'":2}"
255|Buy mat||f|2022-04-23 18:21:53.36-04|2022-04-28 16:23:38.388288-04||f|"{'"goal_1'":22}"
